group,names,scores,logfoldchanges,pvals,pvals_adj
0,Rcan2,-1.1058068,,0.26881012260591064,0.32738818617251
0,Tmtc1,-1.1063582,,0.26857151769484855,0.32730553046473276
0,Kdm4c,-1.1092863,4.2810345,0.2673066985080985,0.32597133653945604
0,Gmip,-1.1110015,,0.266567705399408,0.3252770790901751
0,Capn15,-1.1110015,,0.266567705399408,0.3252770790901751
0,Mirg,-1.1124104,,0.2659617278391151,0.3249513271303911
0,Troap,-1.1125084,,0.2659196081867774,0.3249513271303911
0,Sdk2,-1.1168945,,0.2640394533725047,0.3230144429579397
0,Lpcat2,-1.1183647,,0.2634112903423569,0.32245175197081616
0,Dgkh,-1.1183891,,0.2634008297025787,0.32245175197081616
0,Rbl1,-1.1183891,,0.2634008297025787,0.32245175197081616
0,Fbrsl1,-1.1184381,,0.2633799092829946,0.32245175197081616
0,Dok3,-1.1185851,,0.26331715490390695,0.32245175197081616
0,Cacna1c,-1.1226772,8.616689,0.2615746308552732,0.3212290630042016
0,Heyl,-1.125838,,0.26023407719073544,0.31978764485553834
0,Cep85l,-1.1317433,,0.2577423878294758,0.3169289015196312
0,Slc9a9,-1.1390697,,0.25467410493715537,0.3133570341235731
0,Adcy2,-1.1420958,1.4656683,0.2534142147175753,0.31200709673319965
0,Hunk,-1.1450238,,0.25219926860106534,0.3107107955708498
0,Ikzf4,-1.1450484,,0.2521891188498617,0.3107107955708498
0,Azi2,-1.1474375,4.0591927,0.2512008852361728,0.30987908429713207
0,Btaf1,-1.1476089,3.3045557,0.25113003923767974,0.30987908429713207
0,Lpxn,-1.152436,,0.2491419460784463,0.30773525169612215
0,Irx5,-1.1528525,-0.4383513,0.24897090188490745,0.3077222559080384
0,Ttc7b,-1.158378,,0.24670981635160716,0.30512433415872964
0,Ndufaf4,-1.1775761,,0.23896565443768192,0.29573735284508473
0,Parm1,-1.1790463,,0.23837976033652164,0.2952028427423204
0,Elmsan1,-1.1810433,3.8420546,0.23758554602287574,0.29440949691393203
0,Fst,-1.1850863,,0.2359833544294564,0.29261325384299347
0,Pnpla7,-1.1863359,,0.23548968142712445,0.29219010957656805
0,Dennd5b,-1.1863359,,0.23548968142712445,0.29219010957656805
0,Fes,-1.1907219,,0.23376277184625516,0.29042335296777133
